id,clipID,valenceRank,arousalRank,valenceValue,arousalValue,valenceVariance,arousalVariance
1666,ACCEDE01666.mp4,9787,2202,3.592201558,1.547600594,0.163264746,0.118677269
1667,ACCEDE01667.mp4,8708,6617,3.44799382,2.872730957,0.108084114,0.151321448
1668,ACCEDE01668.mp4,9554,7189,3.55670116,3.128798503,0.146106194,0.141330822
1669,ACCEDE01669.mp4,4626,7486,2.969513603,3.26939168,0.112408132,0.137048223
1670,ACCEDE01670.mp4,6412,6746,3.230515806,2.928789907,0.10510719,0.149047137
1671,ACCEDE01671.mp4,763,5313,1.661207938,2.36133629,0.09351278,0.166231658
1672,ACCEDE01672.mp4,4631,3412,2.97052321,1.796051083,0.112374209,0.145338042
1673,ACCEDE01673.mp4,4434,6368,2.929329423,2.767308509,0.11374996,0.155497635
1674,ACCEDE01674.mp4,5874,7397,3.169720433,3.226713434,0.106544298,0.138196393
1675,ACCEDE01675.mp4,4924,8361,3.026514567,3.713933993,0.110513307,0.137902633
1676,ACCEDE01676.mp4,5707,1484,3.148274332,1.441124064,0.107042569,0.119882823
1677,ACCEDE01677.mp4,9209,1747,3.508755125,1.476585928,0.126021285,0.116504535
1678,ACCEDE01678.mp4,115,7100,1.378123691,3.087684164,0.105786423,0.142810575
1679,ACCEDE01679.mp4,5992,4951,3.184070045,2.237210314,0.106219759,0.166360809
1680,ACCEDE01680.mp4,6463,3679,3.235734927,1.862540566,0.104964518,0.151152746
1681,ACCEDE01681.mp4,7356,491,3.318406159,1.34412741,0.101775312,0.169636964
1682,ACCEDE01682.mp4,9339,2656,3.52619633,1.63066745,0.132831925,0.127230835
1683,ACCEDE01683.mp4,9393,1431,3.53366033,1.434473204,0.135930895,0.121051004
1684,ACCEDE01684.mp4,9486,2483,3.54682415,1.597576128,0.141638354,0.123500732
1685,ACCEDE01685.mp4,2327,3297,2.302047883,1.768712849,0.11716264,0.14265571
1686,ACCEDE01686.mp4,5640,7407,3.139270012,3.231485373,0.107259948,0.13806065
1687,ACCEDE01687.mp4,9270,8365,3.516847315,3.716070198,0.129102749,0.137977314
1688,ACCEDE01688.mp4,3836,705,2.785930073,1.360099446,0.117952496,0.154190053
1689,ACCEDE01689.mp4,4684,8689,2.981111614,3.892246624,0.112018551,0.146732026
1690,ACCEDE01690.mp4,6435,708,3.232879334,1.360342612,0.105043268,0.153990341
1691,ACCEDE01691.mp4,1464,4255,1.960070609,2.020342847,0.103445999,0.160920813
1692,ACCEDE01692.mp4,7540,5430,3.334578413,2.403112244,0.101096361,0.165765216
1693,ACCEDE01693.mp4,8871,771,3.466706365,1.365572085,0.112535128,0.14990834
1694,ACCEDE01694.mp4,8639,5516,3.440351894,2.434335806,0.10656511,0.165294368
1695,ACCEDE01695.mp4,4508,2412,2.945145915,1.584507783,0.113224837,0.122111057
1696,ACCEDE01696.mp4,6648,6688,3.254051178,2.903463287,0.104413166,0.150075361
1697,ACCEDE01697.mp4,7126,2692,3.298109701,1.637776083,0.10269287,0.128054408
1698,ACCEDE01698.mp4,7052,6974,3.291503044,3.030278736,0.102983966,0.144992054
1699,ACCEDE01699.mp4,4581,3166,2.960343619,1.738524358,0.112716092,0.139510971
1700,ACCEDE01700.mp4,3397,6323,2.662718139,2.748647635,0.120196447,0.156208161
1701,ACCEDE01701.mp4,6399,648,3.229172616,1.355580479,0.105143034,0.158075049
1702,ACCEDE01702.mp4,4895,6283,3.021245654,2.732160772,0.110685006,0.156825864
1703,ACCEDE01703.mp4,3636,664,2.731678755,1.356829555,0.119127993,0.156967278
1704,ACCEDE01704.mp4,6947,870,3.282024127,1.374264273,0.103384426,0.143935325
1705,ACCEDE01705.mp4,6384,1360,3.227616133,1.425824005,0.10518415,0.122883466
1706,ACCEDE01706.mp4,3805,2742,2.777728426,1.64777639,0.11814774,0.129218503
1707,ACCEDE01707.mp4,6709,712,3.259902518,1.36066766,0.104217725,0.153724807
1708,ACCEDE01708.mp4,6398,4823,3.229069073,2.195175878,0.105145783,0.165921183
1709,ACCEDE01709.mp4,5939,4573,3.177703469,2.115872914,0.10636341,0.164327449
1710,ACCEDE01710.mp4,5813,1376,3.162046797,1.427747088,0.106720004,0.122443587
1711,ACCEDE01711.mp4,2148,6277,2.234286368,2.729695907,0.115059868,0.156917342
1712,ACCEDE01712.mp4,2078,6966,2.207289014,3.026665659,0.114109956,0.14513293
1713,ACCEDE01713.mp4,4772,6175,2.998238687,2.688119088,0.111445306,0.158422438
1714,ACCEDE01714.mp4,5757,6422,3.154841552,2.789859705,0.106887416,0.15462474
1715,ACCEDE01715.mp4,5756,1142,3.154711459,1.401131064,0.106890464,0.130449327
1716,ACCEDE01716.mp4,1822,5491,2.106349253,2.425214076,0.110085193,0.165442266
1717,ACCEDE01717.mp4,8219,2038,3.396952446,1.520592305,0.101213208,0.116916673
1718,ACCEDE01718.mp4,8707,1361,3.447881917,1.425943754,0.108060605,0.122855513
1719,ACCEDE01719.mp4,1296,3909,1.88970327,1.923197721,0.100264757,0.155562948
1720,ACCEDE01720.mp4,8377,150,3.412701613,1.324275269,0.102530623,0.198755862
1721,ACCEDE01721.mp4,5516,2743,3.121963208,1.647977905,0.107695028,0.129242
1722,ACCEDE01722.mp4,4119,4773,2.857287442,2.179019461,0.116022459,0.165680092
1723,ACCEDE01723.mp4,4414,3700,2.924983173,1.86794899,0.11389316,0.151580526
1724,ACCEDE01724.mp4,9684,2255,3.576188073,1.55666911,0.155330922,0.119433702
1725,ACCEDE01725.mp4,6671,2798,3.256267408,1.659152336,0.10434033,0.130545473
1726,ACCEDE01726.mp4,5607,4207,3.134746881,2.006442919,0.107371374,0.16027678
1727,ACCEDE01727.mp4,8283,7141,3.403256311,3.106566259,0.101660165,0.142121095
1728,ACCEDE01728.mp4,5701,7900,3.147477602,3.474077767,0.107061578,0.134110168
1729,ACCEDE01729.mp4,1364,591,1.918302127,1.351253738,0.101535676,0.162129061
1730,ACCEDE01730.mp4,4198,2518,2.876080174,1.604128021,0.115454608,0.124219538
1731,ACCEDE01731.mp4,2776,8930,2.46320148,4.027319532,0.120310718,0.156833825
1732,ACCEDE01732.mp4,8672,5230,3.443986773,2.332191425,0.107265728,0.166438436
1733,ACCEDE01733.mp4,4824,2009,3.008096457,1.515982023,0.111117736,0.11670806
1734,ACCEDE01734.mp4,7152,5707,3.300419321,2.505246279,0.102589373,0.163874156
1735,ACCEDE01735.mp4,6793,1584,3.267828856,1.454125469,0.103936444,0.118134256
1736,ACCEDE01736.mp4,6444,3554,3.233799778,1.830887442,0.105018071,0.148512335
1737,ACCEDE01737.mp4,7611,4104,3.340848408,1.977076086,0.10087,0.158784329
1738,ACCEDE01738.mp4,8907,2643,3.470970284,1.628119287,0.113690737,0.126936805
1739,ACCEDE01739.mp4,9625,3451,3.567244769,1.805499983,0.151034005,0.14622648
1740,ACCEDE01740.mp4,9770,4105,3.589523192,1.977358184,0.161917806,0.158799531
1741,ACCEDE01741.mp4,8995,5145,3.481602234,2.302766713,0.116790853,0.166541753
1742,ACCEDE01742.mp4,9373,1218,3.530880655,1.409420359,0.134764665,0.127478909
1743,ACCEDE01743.mp4,2230,6377,2.265560366,2.77105506,0.116082434,0.155353641
1744,ACCEDE01744.mp4,5740,6686,3.152623063,2.902593505,0.106939534,0.150110677
1745,ACCEDE01745.mp4,5853,5323,3.167098905,2.364875231,0.106604073,0.166199746
1746,ACCEDE01746.mp4,7156,2686,3.300774176,1.636585986,0.102573409,0.127916239
1747,ACCEDE01747.mp4,1834,97,2.111154112,1.321807487,0.110291169,0.203735268
1748,ACCEDE01748.mp4,4863,3946,3.015363314,1.933247856,0.110877902,0.15621255
1749,ACCEDE01749.mp4,9687,2295,3.576647258,1.563623319,0.155554265,0.120057336
1750,ACCEDE01750.mp4,8216,3803,3.396659344,1.894853852,0.101194933,0.15360758
1751,ACCEDE01751.mp4,4976,8350,3.035816124,3.708064309,0.110213038,0.137701299
1752,ACCEDE01752.mp4,9276,3573,3.517651977,1.835639138,0.129416752,0.148923605
1753,ACCEDE01753.mp4,7633,656,3.342797419,1.356203124,0.100805736,0.157519493
1754,ACCEDE01754.mp4,7785,1393,3.356375329,1.429806959,0.100462925,0.121993418
1755,ACCEDE01755.mp4,7604,804,3.340228947,1.368405051,0.100891078,0.147856606
1756,ACCEDE01756.mp4,6532,5077,3.242674227,2.279534719,0.104765588,0.166544605
1757,ACCEDE01757.mp4,5542,2659,3.125662937,1.631256907,0.107599994,0.127298952
1758,ACCEDE01758.mp4,6235,4873,3.211745833,2.211480208,0.105581704,0.166123307
1759,ACCEDE01759.mp4,7188,494,3.303608872,1.344332591,0.102445392,0.169404563
1760,ACCEDE01760.mp4,9372,5119,3.530742143,2.293851587,0.134706923,0.166551252
1761,ACCEDE01761.mp4,3254,3595,2.619335051,1.841167785,0.12060535,0.149395506
1762,ACCEDE01762.mp4,9718,143,3.581417477,1.32393981,0.157889476,0.199406874
1763,ACCEDE01763.mp4,6276,4742,3.216189799,2.169076764,0.105473857,0.165511064
1764,ACCEDE01764.mp4,5169,898,3.068738181,1.376827865,0.109187403,0.142346317
1765,ACCEDE01765.mp4,521,2234,1.555765318,1.553056045,0.094477453,0.119124122
1766,ACCEDE01766.mp4,5828,5562,3.163950443,2.451216406,0.106676197,0.164998911
1767,ACCEDE01767.mp4,8311,5242,3.406045913,2.336379936,0.101891665,0.166414981
1768,ACCEDE01768.mp4,5727,8097,3.15091662,3.575037456,0.106979823,0.134631604
1769,ACCEDE01769.mp4,2629,726,2.411905002,1.361812785,0.119610957,0.152802185
1770,ACCEDE01770.mp4,8602,4755,3.436318993,2.17323936,0.105834377,0.165583768
1771,ACCEDE01771.mp4,4686,548,2.981507132,1.348116911,0.112005275,0.165296626
1772,ACCEDE01772.mp4,9783,5231,3.591570091,2.332540143,0.162946497,0.166436565
1773,ACCEDE01773.mp4,7418,1466,3.323850541,1.438846645,0.101535969,0.120260574
1774,ACCEDE01774.mp4,9107,1674,3.495577676,1.466332592,0.121317632,0.117053568
1775,ACCEDE01775.mp4,7598,2980,3.339698228,1.697405552,0.100909377,0.134962693
1776,ACCEDE01776.mp4,7048,1114,3.291144358,1.398163258,0.10299952,0.131632947
1777,ACCEDE01777.mp4,3919,720,2.807514562,1.361320597,0.117410838,0.153196307
1778,ACCEDE01778.mp4,8972,905,3.478794358,1.37747601,0.115942371,0.141956091
1779,ACCEDE01779.mp4,8247,1405,3.399698262,1.43127128,0.101395119,0.121686299
1780,ACCEDE01780.mp4,8289,8138,3.403852423,3.596338036,0.101707867,0.13493481
1781,ACCEDE01781.mp4,8388,1377,3.4138222,1.427867784,0.102650457,0.122416616
1782,ACCEDE01782.mp4,8078,5590,3.383391492,2.461552849,0.10058679,0.164804411
1783,ACCEDE01783.mp4,2554,2887,2.385171517,1.677613725,0.119131716,0.13269144
1784,ACCEDE01784.mp4,6583,6000,3.247718717,2.618220321,0.104613606,0.160760949
1785,ACCEDE01785.mp4,2254,5563,2.274640143,2.451584766,0.116362883,0.164992154
1786,ACCEDE01786.mp4,2170,8290,2.242714682,3.676173874,0.115343896,0.13670621
1787,ACCEDE01787.mp4,4442,2165,2.931059377,1.541368252,0.113692814,0.118199952
1788,ACCEDE01788.mp4,5921,2243,3.175512368,1.554601306,0.106412928,0.11925525
1789,ACCEDE01789.mp4,396,239,1.501104668,1.328793145,0.096545093,0.190658637
1790,ACCEDE01790.mp4,9414,3684,3.5365984,1.863825919,0.137178787,0.151255029
1791,ACCEDE01791.mp4,3360,3938,2.651644186,1.931067991,0.120320636,0.156073577
1792,ACCEDE01792.mp4,3715,3013,2.753486038,1.704551462,0.118688971,0.135771661
1793,ACCEDE01793.mp4,7698,5252,3.348577409,2.33987687,0.10063547,0.166393767
1794,ACCEDE01794.mp4,8461,5803,3.421344239,2.541702201,0.103548558,0.162973433
1795,ACCEDE01795.mp4,3995,1740,2.826800354,1.475589064,0.116894619,0.116544883
1796,ACCEDE01796.mp4,8532,2101,3.428808629,1.530779207,0.104604123,0.11748112
1797,ACCEDE01797.mp4,8940,6445,3.474922136,2.799517235,0.11480706,0.154246711
1798,ACCEDE01798.mp4,9189,4238,3.506136728,2.015404366,0.125054842,0.160696512
1799,ACCEDE01799.mp4,7309,8633,3.314276251,3.861352404,0.101960898,0.144827627
1800,ACCEDE01800.mp4,8590,1250,3.435020523,1.413012825,0.105609541,0.126334643
1801,ACCEDE01801.mp4,4197,3495,2.875845346,1.816268315,0.115461831,0.14721418
1802,ACCEDE01802.mp4,6865,1752,3.274514858,1.477299748,0.103684058,0.116477284
1803,ACCEDE01803.mp4,7972,2055,3.373458221,1.523318018,0.100387634,0.117054274
1804,ACCEDE01804.mp4,9654,8151,3.571619894,3.603112646,0.153123286,0.135045944
1805,ACCEDE01805.mp4,4311,5597,2.902113992,2.464144207,0.114636219,0.164754068
1806,ACCEDE01806.mp4,6613,1328,3.250654418,1.422023279,0.104522067,0.123810453
1807,ACCEDE01807.mp4,9426,3662,3.538286264,1.858181428,0.137902595,0.150802996
1808,ACCEDE01808.mp4,8539,7915,3.429552789,3.481684293,0.104718459,0.134098988
1809,ACCEDE01809.mp4,6369,8770,3.226052427,3.937261184,0.105225021,0.149781855
1810,ACCEDE01810.mp4,7591,6581,3.339079336,2.857262319,0.100930989,0.151946085
1811,ACCEDE01811.mp4,6312,4491,3.220042606,2.090666895,0.105378353,0.163594728
1812,ACCEDE01812.mp4,7971,5156,3.373365463,2.306550537,0.100386702,0.166534608
1813,ACCEDE01813.mp4,8152,389,3.390455198,1.337468072,0.100858394,0.177794267
1814,ACCEDE01814.mp4,7301,9469,3.313572789,4.341849116,0.101992729,0.190295553
1815,ACCEDE01815.mp4,7437,7471,3.325519181,3.262165881,0.101464341,0.137231855
1816,ACCEDE01816.mp4,3609,592,2.724112724,1.351327989,0.119269323,0.162056506
1817,ACCEDE01817.mp4,6448,8133,3.234208078,3.59373508,0.105006837,0.134894005
1818,ACCEDE01818.mp4,1567,7995,2.002703964,3.522477257,0.105420745,0.134176341
1819,ACCEDE01819.mp4,8606,2602,3.436752843,1.62014827,0.105910634,0.126022406
1820,ACCEDE01820.mp4,9588,4465,3.561720585,2.08275781,0.148432667,0.16334101
1821,ACCEDE01821.mp4,9215,963,3.509543974,1.382957886,0.126315436,0.13883203
1822,ACCEDE01822.mp4,9157,195,3.501982581,1.326501015,0.123553439,0.194619753
1823,ACCEDE01823.mp4,9442,424,3.540546935,1.339683768,0.138879793,0.174939806
1824,ACCEDE01824.mp4,5653,2376,3.141035733,1.577995532,0.107216867,0.121445457
1825,ACCEDE01825.mp4,7400,8656,3.322269962,3.874018649,0.101604645,0.145589656
1826,ACCEDE01826.mp4,8801,404,3.458553313,1.338408781,0.110469889,0.176563934
1827,ACCEDE01827.mp4,3041,2020,2.551834652,1.517724893,0.120819724,0.116783255
1828,ACCEDE01828.mp4,7534,1212,3.334049725,1.408753516,0.101116656,0.127700494
1829,ACCEDE01829.mp4,5780,2423,3.157819782,1.586512932,0.10681789,0.122319902
1830,ACCEDE01830.mp4,8466,2332,3.421865013,1.570140244,0.103616846,0.120671601
1831,ACCEDE01831.mp4,3624,190,2.728323166,1.326247793,0.119191384,0.195075108
1832,ACCEDE01832.mp4,9732,6176,3.583586929,2.688523716,0.158960367,0.158408161
1833,ACCEDE01833.mp4,9545,3394,3.555381555,1.791720404,0.145500661,0.144924121
1834,ACCEDE01834.mp4,4993,4776,3.038816656,2.179984675,0.110117031,0.165695656
1835,ACCEDE01835.mp4,3453,98,2.679276754,1.32185251,0.119985817,0.20364025
1836,ACCEDE01836.mp4,2572,7204,2.391621502,3.135774035,0.119254405,0.141088078
1837,ACCEDE01837.mp4,4493,6406,2.941973417,2.783159883,0.1133306,0.154885571
1838,ACCEDE01838.mp4,4792,214,3.002053064,1.327476747,0.11131829,0.192899101
1839,ACCEDE01839.mp4,4823,474,3.007908707,1.342974774,0.111123952,0.170962124
1840,ACCEDE01840.mp4,8601,6441,3.436210611,2.797835416,0.105815416,0.154312711
1841,ACCEDE01841.mp4,4140,8695,2.862330729,3.895567724,0.115872164,0.146945949
1842,ACCEDE01842.mp4,9560,2908,3.557583001,1.682038118,0.146512282,0.133202504
1843,ACCEDE01843.mp4,8740,4271,3.451592925,2.025006449,0.108860144,0.161128096
1844,ACCEDE01844.mp4,6561,6514,3.245551147,2.828677613,0.104679713,0.153092402
1845,ACCEDE01845.mp4,8082,3781,3.383770464,1.889054467,0.100598492,0.153184814
1846,ACCEDE01846.mp4,8611,1251,3.43729588,1.413126066,0.106006881,0.126299904
1847,ACCEDE01847.mp4,5872,912,3.169471668,1.378127055,0.106549961,0.141568688
1848,ACCEDE01848.mp4,8770,2672,3.454999554,1.633817376,0.109630151,0.12759523
1849,ACCEDE01849.mp4,9052,9262,3.488651386,4.219022725,0.119012138,0.175735493
1850,ACCEDE01850.mp4,8971,3888,3.478672747,1.917529622,0.115906099,0.155186547
1851,ACCEDE01851.mp4,7981,6037,3.374293808,2.632847869,0.100396772,0.160294147
1852,ACCEDE01852.mp4,8194,8040,3.394516274,3.545589701,0.101067911,0.134326023
1853,ACCEDE01853.mp4,8557,8652,3.431473287,3.871813575,0.105021206,0.145455116
1854,ACCEDE01854.mp4,9156,8066,3.501853459,3.558998167,0.123507409,0.134449004
1855,ACCEDE01855.mp4,9641,6555,3.569653686,2.846138212,0.152181253,0.152393604
1856,ACCEDE01856.mp4,7011,1425,3.287817963,1.433730749,0.103142346,0.121193959
1857,ACCEDE01857.mp4,9749,4006,3.586233985,1.949717543,0.160274288,0.157228355
1858,ACCEDE01858.mp4,6084,823,3.194830669,1.370065379,0.105976048,0.146702687
1859,ACCEDE01859.mp4,7512,1416,3.332112459,1.432621059,0.101192421,0.121412496
1860,ACCEDE01860.mp4,3502,799,2.69356516,1.367971672,0.119780376,0.148163607
1861,ACCEDE01861.mp4,9366,8211,3.529912012,3.634509646,0.134361614,0.135655031
1862,ACCEDE01862.mp4,5601,3917,3.133918133,1.92536386,0.10739196,0.155704878
1863,ACCEDE01863.mp4,8489,8008,3.424270007,3.529141879,0.10394259,0.134211499
1864,ACCEDE01864.mp4,8240,6236,3.399010065,2.712909671,0.101347696,0.15753391
1865,ACCEDE01865.mp4,4984,2922,3.037230604,1.68500221,0.110167724,0.133543924
1866,ACCEDE01866.mp4,9000,3843,3.482215401,1.905471554,0.116978925,0.154361548
1867,ACCEDE01867.mp4,5779,4302,3.157690846,2.034085279,0.10682089,0.161519098
1868,ACCEDE01868.mp4,8010,1262,3.37699577,1.414375619,0.100435576,0.125921846
1869,ACCEDE01869.mp4,4246,7309,2.88726016,3.184975496,0.115107283,0.139455726
1870,ACCEDE01870.mp4,6757,3149,3.264449468,1.734681198,0.104058736,0.139097873
1871,ACCEDE01871.mp4,1694,6302,2.054680636,2.739980228,0.107802987,0.156534136
1872,ACCEDE01872.mp4,1084,8644,1.799639206,3.867406268,0.096665075,0.14518858
1873,ACCEDE01873.mp4,698,7423,1.632954179,3.239132781,0.093423797,0.137846855
1874,ACCEDE01874.mp4,6041,5540,3.189846128,2.443127456,0.106089261,0.16514397
1875,ACCEDE01875.mp4,9683,602,3.576035106,1.352073755,0.155256579,0.161333745
1876,ACCEDE01876.mp4,5365,7205,3.099702318,3.136239544,0.108291076,0.141071971
1877,ACCEDE01877.mp4,6024,9131,3.187853928,4.142601867,0.106134326,0.167603468
1878,ACCEDE01878.mp4,940,7153,1.737798064,3.112111541,0.094785076,0.141921707
1879,ACCEDE01879.mp4,3590,4154,2.718754063,1.991253437,0.119365924,0.159527441
1880,ACCEDE01880.mp4,2804,270,2.472803132,1.330476833,0.120409018,0.187918042
1881,ACCEDE01881.mp4,8186,7070,3.39373971,3.073931007,0.10102472,0.143322322
1882,ACCEDE01882.mp4,9717,2286,3.581262877,1.562050369,0.157813371,0.119913253
1883,ACCEDE01883.mp4,8233,5687,3.398323036,2.497719926,0.101301579,0.164046415
1884,ACCEDE01884.mp4,6488,6942,3.238264916,3.015849148,0.104893275,0.145556749
1885,ACCEDE01885.mp4,2775,4911,2.462857551,2.223970423,0.120307004,0.166250855
1886,ACCEDE01886.mp4,9727,1782,3.582811039,1.481613732,0.158576747,0.116340924
1887,ACCEDE01887.mp4,6864,689,3.274422621,1.358811558,0.103687633,0.15526327
1888,ACCEDE01888.mp4,3365,7927,2.653146853,3.487779098,0.120304574,0.134095748
1889,ACCEDE01889.mp4,3860,6528,2.792227452,2.834628587,0.117798568,0.15285479
1890,ACCEDE01890.mp4,9786,6539,3.592043619,2.839312487,0.163185107,0.152667355
1891,ACCEDE01891.mp4,9161,314,3.502499486,1.332964207,0.123738098,0.18410066
1892,ACCEDE01892.mp4,9755,918,3.587171578,1.378687401,0.160741564,0.141238882
1893,ACCEDE01893.mp4,9080,6634,3.492162052,2.880062246,0.120165803,0.151024661
1894,ACCEDE01894.mp4,8193,2279,3.394419125,1.560830276,0.101062425,0.119802678
1895,ACCEDE01895.mp4,8963,3160,3.47770127,1.737165996,0.115617771,0.139365274
1896,ACCEDE01896.mp4,5985,709,3.18323635,1.360423785,0.106238566,0.153923878
1897,ACCEDE01897.mp4,1930,2016,2.149340387,1.517090294,0.111881597,0.11675535
1898,ACCEDE01898.mp4,2482,8274,2.359160381,3.66770573,0.118592063,0.136469862
1899,ACCEDE01899.mp4,2635,2071,2.414027499,1.525899015,0.119645681,0.117193845
1900,ACCEDE01900.mp4,5474,8282,3.115905281,3.671937909,0.107853097,0.136586527
1901,ACCEDE01901.mp4,4069,700,2.845140066,1.359695354,0.116377699,0.154523971
1902,ACCEDE01902.mp4,2531,3002,2.376898977,1.702162333,0.11896785,0.135501947
1903,ACCEDE01903.mp4,4810,1864,3.005461475,1.493676974,0.111205068,0.116198293
1904,ACCEDE01904.mp4,6783,6167,3.266892684,2.684884194,0.103970677,0.158536303
1905,ACCEDE01905.mp4,6001,3668,3.185138772,1.859717994,0.106195643,0.150926787
1906,ACCEDE01906.mp4,1276,8864,1.881263307,3.989986934,0.099898222,0.153759868
1907,ACCEDE01907.mp4,1387,8846,1.927940135,3.979850045,0.101972057,0.152961669
1908,ACCEDE01908.mp4,2117,8127,2.222363917,3.590613484,0.114647787,0.134846455
1909,ACCEDE01909.mp4,3325,3086,2.641071519,1.720587991,0.120426595,0.137560462
1910,ACCEDE01910.mp4,1597,4602,2.015042683,2.124882464,0.105990954,0.164561917
1911,ACCEDE01911.mp4,4403,1656,2.922579702,1.463852829,0.11397211,0.11723338
1912,ACCEDE01912.mp4,5459,414,3.113717062,1.339043316,0.107910952,0.17574953
1913,ACCEDE01913.mp4,811,9030,1.682032032,4.084375144,0.093719549,0.161929159
1914,ACCEDE01914.mp4,373,5556,1.491039488,2.449007489,0.097056927,0.165039152
1915,ACCEDE01915.mp4,6747,1526,3.263506154,1.446512591,0.104092241,0.11907667
1916,ACCEDE01916.mp4,3234,4477,2.613142555,2.086403187,0.120646575,0.163459385
1917,ACCEDE01917.mp4,8544,6595,3.430085255,2.863268789,0.104801288,0.151703826
1918,ACCEDE01918.mp4,729,7119,1.646436404,3.096422038,0.093437518,0.142489543
1919,ACCEDE01919.mp4,477,6809,1.536534679,2.956525363,0.095071178,0.147924393
1920,ACCEDE01920.mp4,803,1556,1.678563901,1.450425437,0.093677275,0.118564701
1921,ACCEDE01921.mp4,7258,9155,3.309788067,4.156526667,0.102164588,0.169028696
1922,ACCEDE01922.mp4,468,8737,1.532599633,3.91887506,0.095210221,0.148497101
1923,ACCEDE01923.mp4,2077,8931,2.206901381,4.02788716,0.114095885,0.156882175
1924,ACCEDE01924.mp4,1764,9409,2.083029991,4.305986347,0.109069307,0.185865502
1925,ACCEDE01925.mp4,208,5341,1.418813469,2.371260234,0.1019962,0.166138536
1926,ACCEDE01926.mp4,502,4672,1.547462762,2.14683466,0.094716485,0.165074442
1927,ACCEDE01927.mp4,1520,580,1.98330085,1.350440881,0.104521645,0.162930514
1928,ACCEDE01928.mp4,2469,1153,2.354428305,1.402309679,0.118486246,0.129997445
1929,ACCEDE01929.mp4,2425,7327,2.338332343,3.193475527,0.118108997,0.139189231
1930,ACCEDE01930.mp4,3439,7116,2.675159959,3.095040954,0.120040955,0.142540063
1931,ACCEDE01931.mp4,5424,1367,3.108560066,1.42666349,0.108048901,0.122689085
1932,ACCEDE01932.mp4,4409,2997,2.923891834,1.701078732,0.113929031,0.135379363
1933,ACCEDE01933.mp4,3678,5007,2.743333864,2.255905197,0.118899133,0.166472916
1934,ACCEDE01934.mp4,600,3188,1.590255657,1.743523243,0.093755201,0.140044161
1935,ACCEDE01935.mp4,1217,9690,1.856293414,4.475780754,0.098842899,0.208023429
1936,ACCEDE01936.mp4,2432,7158,2.340901249,3.114424589,0.118170988,0.141838973
1937,ACCEDE01937.mp4,2840,8373,2.485067185,3.720345449,0.120519417,0.138129034
1938,ACCEDE01938.mp4,1632,3585,2.029391044,1.838651214,0.106651097,0.149181585
1939,ACCEDE01939.mp4,312,4588,1.464338957,2.120526814,0.09862083,0.16445034
1940,ACCEDE01940.mp4,2992,7847,2.535828404,3.447307991,0.120794208,0.134211307
1941,ACCEDE01941.mp4,2076,9439,2.206513693,4.323891107,0.1140818,0.188059519
1942,ACCEDE01942.mp4,1591,8814,2.012577873,3.961876241,0.105877202,0.151585255
1943,ACCEDE01943.mp4,8,8256,1.331365067,3.658197173,0.111050626,0.136218331
1944,ACCEDE01944.mp4,2349,9711,2.310244816,4.488657628,0.117387828,0.209819587
1945,ACCEDE01945.mp4,532,9503,1.560570865,4.362265898,0.094350914,0.192880004
1946,ACCEDE01946.mp4,5364,9497,3.099550384,4.358657967,0.108295287,0.192420067
1947,ACCEDE01947.mp4,147,9239,1.392120668,4.20553184,0.104399602,0.174245689
1948,ACCEDE01948.mp4,29,5349,1.34053563,2.374104167,0.109941778,0.166109779
1949,ACCEDE01949.mp4,372,8986,1.490601836,4.059197784,0.097080137,0.159622581
1950,ACCEDE01950.mp4,2667,6566,2.425306554,2.850839684,0.119821914,0.152204661
1951,ACCEDE01951.mp4,3894,7638,2.801070633,3.343364035,0.117576665,0.135450163
1952,ACCEDE01952.mp4,2729,6882,2.44696172,2.988956967,0.120120861,0.146622278
1953,ACCEDE01953.mp4,7962,3642,3.372531391,1.853074921,0.100379043,0.150387644
1954,ACCEDE01954.mp4,4217,3342,2.880527079,1.779317234,0.115317253,0.143715581
1955,ACCEDE01955.mp4,316,9715,1.466089981,4.491113324,0.098508976,0.210163848
1956,ACCEDE01956.mp4,5955,1160,3.179638729,1.403063434,0.106319723,0.129713744
1957,ACCEDE01957.mp4,3248,2905,2.617480502,1.681404465,0.120618149,0.133129412
1958,ACCEDE01958.mp4,476,5440,1.536097475,2.406720408,0.095086328,0.165715983
1959,ACCEDE01959.mp4,6000,6475,3.1850202,2.812161049,0.106198319,0.153748417
1960,ACCEDE01960.mp4,953,9019,1.743399963,4.078070066,0.094928389,0.161343038
1961,ACCEDE01961.mp4,5988,6804,3.183593912,2.954315557,0.1062305,0.148013613
1962,ACCEDE01962.mp4,5276,8558,3.085940481,3.820266864,0.1086802,0.142536625
1963,ACCEDE01963.mp4,6118,1767,3.198717794,1.479450084,0.105887095,0.116403316
1964,ACCEDE01964.mp4,1946,7932,2.155660085,3.490321115,0.112136127,0.134095912
1965,ACCEDE01965.mp4,436,9124,1.518604802,4.138546886,0.095754159,0.167193298
1966,ACCEDE01966.mp4,1604,3231,2.017916424,1.753376472,0.106123462,0.141080973
1967,ACCEDE01967.mp4,442,6014,1.521229228,2.623745543,0.095646223,0.16058614
1968,ACCEDE01968.mp4,2756,5488,2.456309666,2.424121953,0.12023376,0.165459409
1969,ACCEDE01969.mp4,2049,9332,2.196025628,4.260274524,0.113696282,0.180429319
